"R0000100","R0536300","R0536401","R0536402","R1235800","R1318100","R1318200","R1482600","R3961800","R3961900","R3989100","R3989200","R5473600","R5473700","R7237300","R7237400","R9829600","S0920000","S0920100","S0920200","S0920300","S0920400","S0920500","S0920600","S0920700","S1552600","S1552700","T3162500","T3162501","T3162502","T3162503","T3162504","T3162505","T3162506","T3162507","T3162508","T3162509","T3162600","T3162601","T3162602","T3162603","T3162700","T3162701","T3162702","T3162703","T6216400","T6216401","T6216402","T6216403","T6216500","T6216501","T6216502","T6216503","T9039400","T9039500","T9039600","T9039700","T9039800","T9039900","T9040000","T9040100","U1028900","U1029000","U1029100","U1029200","U1029300","U1029400","U1029500","U1029600","U2969100","U2969200","U2969300","U2969400","U2969500","U2969600","U2969700","U2969800","U4954600","Z9033700","Z9033800","Z9033900","Z9034000","Z9034100","Z9034200"
6957,1,10,1981,0,4,73,1,-4,-4,-4,-4,-4,-4,-4,-4,5265,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,4,5,6,3,6,7,2,5,7,2,5,6,7,6,6,3,3,6,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,0,-4,-4,-4,-4,-4,-4
6958,1,1,1983,0,10,81,1,-4,-4,-4,-4,-5,-5,-5,-5,-4,4,4,4,5,3,2,3,5,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,3,5,3,1,3,5,1,1,-4,-4,-4,-4,-4,-4,-4,-4,-5,-4,-4,-4,-4,-4,-4
6959,1,9,1982,0,-4,-4,1,-4,-4,-4,-4,-4,-4,-5,-5,-4,1,3,1,4,5,4,1,5,-4,-4,6,4,7,7,5,3,4,4,1,4,1,3,7,7,4,4,4,4,1,1,7,5,5,5,7,6,5,1,5,1,5,5,1,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,-4,-4,-4,-4,-4,-4
6960,1,8,1981,0,-4,-4,1,-4,-4,-4,-4,-4,-4,-5,-5,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,6,4,6,3,7,6,6,3,7,4,2,2,7,7,6,4,6,6,2,2,6,5,6,4,6,5,2,3,3,2,3,3,1,3,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4,-4,-4,-4,-4,-4,-4,1,4,3,5,3,-4,-4
6961,1,12,1984,0,5,76,1,9,80,12,82,1,63,5,75,25915,3,2,2,2,2,4,5,4,8,79,5,4,6,4,5,4,7,4,5,2,2,3,7,7,6,4,5,3,2,5,7,7,6,4,4,2,4,3,3,2,3,5,2,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,-3,6,-3,6,3,6
6962,2,3,1981,0,-4,-4,1,-5,-5,-4,-4,-5,-5,-5,-5,30713,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4,-4,-4,3,2
6963,1,4,1981,0,-4,-4,1,-4,-4,-4,-4,-5,-5,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,1,1,7,7,1,1,7,7,5,1,5,1,5,5,1,3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-4,-4,-4,-4,4,2
6964,2,1,1984,0,39,96,1,45,98,25,90,42,97,45,98,-4,1,3,1,5,4,1,1,5,-4,-4,5,4,7,5,5,4,6,1,5,1,1,5,7,5,6,1,3,3,1,2,7,4,6,1,4,2,5,1,5,1,5,5,1,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,-4,-4,-4,-4,4,5
6965,2,7,1984,0,-3,-3,1,13,83,3,72,1,62,1,63,14679,4,4,1,5,4,2,1,4,-4,-4,6,5,7,3,6,5,7,1,5,2,1,1,7,7,3,6,6,3,5,1,7,7,5,1,7,7,3,2,5,1,1,2,3,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-3,-4,-4,-4,-4,-4,-4
6966,1,11,1984,0,30,92,1,42,97,82,114,61,104,19,87,64323,2,3,2,4,5,3,2,5,-4,-4,5,2,6,1,7,7,5,3,6,2,1,2,6,5,6,3,3,5,1,3,5,5,7,2,5,2,4,2,3,1,2,3,3,3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,-4,-4,-4,-4,4,6
6967,2,4,1983,0,10,81,1,-4,-4,-4,-4,-4,-4,-4,-4,45099,2,2,1,4,4,3,3,5,-4,-4,6,5,7,3,5,2,5,1,6,3,1,2,6,6,1,2,6,6,2,1,6,5,1,1,7,6,4,3,4,2,4,4,2,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,-4,-4,-4,-4,5,4
6968,1,6,1981,0,-4,-4,1,-5,-5,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,4,5,5,1,5,5,3,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4,-4,-4,4,4
6969,1,7,1981,0,14,84,1,-4,-4,-4,-4,-4,-4,-4,-4,7138,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,1,1,7,5,5,6,5,2,6,7,1,1,7,7,5,1,6,7,1,3,6,6,2,1,6,6,5,5,3,1,4,5,1,3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,-4,-4,-4,-4,-4,-4
6970,1,6,1983,0,10,81,1,-4,-4,-4,-4,-4,-4,-5,-5,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,3,5,5,5,5,5,7,7,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,0,-4,-4,-4,-4,-4,-4
6971,2,1,1982,0,8,79,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,4,2,5,4,2,2,5,-4,-4,7,6,7,5,7,7,7,1,7,2,1,1,7,6,5,3,6,7,5,5,7,6,7,3,7,7,5,5,5,1,1,4,1,3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,-4,-4,-4,-4,-4,-4
6972,2,10,1984,0,73,109,2,93,122,82,114,87,117,47,99,-4,2,5,2,5,3,3,5,4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,4,5,5,5,-4,-4
6973,1,1,1981,0,-4,-4,1,-4,-4,-4,-4,-4,-4,-4,-4,45769,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,5,3,5,4,6,7,5,4,5,4,3,3,5,6,4,2,5,6,2,5,6,5,2,3,6,4,3,4,3,1,4,4,2,3,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4,-4,-4,-4,-4
6974,1,5,1984,0,45,98,1,21,88,42,97,23,89,63,105,45046,3,3,2,2,4,2,2,4,13,83,4,4,6,3,5,7,2,2,6,3,3,3,7,5,3,2,4,4,1,2,7,7,7,1,7,1,4,4,5,1,3,5,1,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,-3,7,-3,7,4,6
6975,1,6,1984,0,27,91,1,27,91,53,101,12,82,10,81,36782,2,5,1,5,5,1,1,5,10,81,7,5,7,3,7,1,7,1,7,1,1,1,7,7,1,1,7,7,1,1,7,7,7,1,6,7,3,4,4,2,3,3,3,3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,3,6,2,5,-4,-4
6976,2,5,1980,0,-4,-4,2,-4,-4,-4,-4,-4,-4,-4,-4,6021,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,6,4,7,2,7,4,7,1,6,1,5,1,7,6,4,1,5,1,1,1,7,6,4,5,4,3,5,1,5,2,5,3,2,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,-4,-4,-4,-4,-4,-4
6977,1,7,1982,0,42,97,2,-4,-4,-4,-4,-4,-4,-4,-4,10103,2,-2,-2,1,2,-2,4,-2,-4,-4,6,3,6,7,7,6,1,3,2,6,1,2,7,6,7,5,2,2,1,1,7,6,2,1,2,2,2,2,5,2,3,4,2,3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,-4,-4,-4,-4,-4,-4
6978,2,6,1984,0,58,103,2,7,78,23,89,10,81,10,81,7393,2,2,1,1,2,1,3,2,-4,-4,6,1,7,2,6,4,6,1,6,3,1,2,7,4,4,5,4,4,1,2,7,4,5,7,4,2,4,2,4,2,4,4,2,3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,-4,-4,-4,-4,-4,-4
6979,1,6,1981,0,30,92,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,5,3,5,1,5,5,1,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,-4,-4,-4,-4,3,3
6980,2,6,1984,0,58,103,2,21,88,18,86,21,88,21,88,16951,2,5,1,3,1,1,5,5,-4,-4,4,6,5,6,4,4,6,4,1,3,6,1,4,2,5,7,3,3,2,1,5,7,-2,7,6,1,3,3,2,3,3,4,3,3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,-4,-4,-4,-4,-4,-4
6981,2,10,1983,0,99,133,2,-4,-4,-4,-4,-4,-4,-4,-4,9797,4,3,4,4,3,3,3,1,-4,-4,7,4,7,3,5,2,6,1,7,1,1,4,7,7,3,4,4,4,4,4,5,7,7,4,4,4,5,5,4,2,5,4,3,-1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,1,4,1,4,-4,-4
6982,1,7,1984,0,32,93,2,-3,-3,4,73,21,88,3,71,2354,2,5,4,4,4,4,4,4,-4,-4,6,5,7,5,7,7,6,1,7,2,1,3,7,6,5,1,6,1,1,4,7,7,5,1,6,7,-1,-1,-1,1,-1,-1,-1,-1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-4,-4,-4,-4,-4,-4
6983,1,8,1980,0,-3,-3,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,5,1,7,1,7,6,7,1,7,1,1,1,7,7,1,5,7,4,1,1,7,7,1,7,7,1,3,3,3,2,2,2,1,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-4,-4,-4,-4,-4,-4
6984,1,3,1981,0,-4,-4,2,-5,-5,-4,-4,-4,-4,-4,-4,-5,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,4,-2,-2,7,-2,7,-2,7,7,-2,2,-2,5,7,-2,4,5,5,6,1,7,7,5,5,5,5,-5,-5,-5,-5,-5,-5,-5,-5,5,5,5,1,5,5,1,1,-4,-4,-4,-4,-4,-4,-4,-4,1,-4,-4,-4,-4,-4,-4
6985,2,6,1983,0,21,88,2,-4,-4,-4,-4,-4,-4,-4,-4,15469,1,4,4,5,3,1,2,5,-4,-4,6,4,6,6,7,5,6,1,6,2,3,3,7,7,5,2,4,3,2,1,7,6,2,1,6,4,3,5,5,1,2,5,1,5,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,-3,6,-3,6,-4,-4
6986,2,10,1984,0,34,94,2,-4,-4,21,88,-4,-4,16,85,43394,2,3,1,5,3,2,3,5,-4,-4,5,3,6,5,6,5,6,5,6,5,1,7,5,7,2,1,7,6,1,1,-2,-2,1,4,6,7,4,4,4,2,4,4,1,3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,-3,7,-3,7,-4,-4
6987,2,9,1980,0,39,96,1,-4,-4,-4,-4,-4,-4,-4,-4,19016,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,5,3,7,4,5,6,7,1,6,5,6,5,7,6,3,5,6,7,5,5,7,6,4,3,6,7,-5,-5,-5,-5,-5,-5,-5,-5,3,2,2,2,4,4,1,1,-4,-4,-4,-4,-4,-4,-4,-4,-5,-3,5,-3,5,-4,-4
6988,1,12,1981,0,-4,-4,2,-4,-4,-4,-4,-4,-4,-4,-4,60980,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,6,1,7,1,6,6,7,1,7,2,1,4,7,6,7,1,6,7,1,1,7,6,6,-2,3,2,4,2,5,1,4,5,2,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,3,2,5,5,-4,-4
6989,2,3,1981,0,-3,-3,1,-4,-4,-4,-4,-4,-4,-4,-4,46797,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,5,1,7,7,6,1,7,5,3,1,1,1,4,7,4,3,5,2,1,1,6,7,5,4,7,4,4,4,5,2,4,5,2,-2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,-4,-4,-4,-4,-4,-4
6990,1,4,1982,0,-3,-3,1,-4,-4,-4,-4,-4,-4,-4,-4,11865,2,3,3,3,3,3,2,2,-4,-4,4,5,7,7,4,5,4,4,5,4,5,7,4,4,4,7,6,1,7,7,5,5,7,7,4,1,4,3,2,3,3,3,3,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,-4,-4,-4,-4,-4,-4
6991,2,8,1984,0,-3,-3,1,7,78,19,87,13,83,3,72,10892,2,2,2,5,5,1,1,5,-4,-4,5,4,7,5,3,3,3,5,5,5,5,7,7,5,7,1,7,7,7,6,7,7,3,1,4,7,3,5,3,2,4,3,4,3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,-4,-4,-4,-4,-4,-4
6992,1,7,1982,0,42,97,1,-5,-5,-4,-4,-5,-5,-5,-5,13250,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,0,-4,-4,-4,-4,-4,-4
6993,1,7,1980,0,-4,-4,2,-5,-5,-5,-5,-5,-5,-5,-5,62218,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,4,5,5,4,5,6,1,4,1,5,4,6,5,5,5,4,5,2,6,6,6,2,2,6,6,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,3,-4,-4,-4,-4,-4,-4
6994,1,5,1983,0,14,84,2,-4,-4,-4,-4,-4,-4,-4,-4,13497,2,5,2,5,3,2,2,5,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,1,1,7,7,7,7,4,1,5,1,5,1,5,5,1,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,-4,-4,-4,-4,-4,-4
6995,1,7,1983,0,7,78,2,-4,-4,-4,-4,-4,-4,-5,-5,10487,4,-2,1,2,2,-2,-2,4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,2,3,6,7,7,6,3,2,5,3,4,1,3,4,1,3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-4,-4,-4,-4,-4,-4
6996,2,4,1982,0,55,102,2,-4,-4,-4,-4,-4,-4,-4,-4,46134,1,4,1,4,5,1,1,5,-4,-4,6,2,5,4,6,1,5,3,5,1,3,3,5,5,5,1,6,2,1,2,7,6,4,2,5,5,3,2,4,1,4,4,2,2,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4,-4,-4,-4,-4,-4,-4,1,-4,-4,-4,-4,-4,-4
6997,1,6,1982,0,9,80,2,-4,-4,-4,-4,-4,-4,-4,-4,4215,1,1,1,5,1,1,1,5,-4,-4,-2,-2,-2,1,-2,-2,-2,1,1,3,1,1,6,6,7,7,7,7,1,1,1,7,7,1,7,7,-5,-5,-5,-5,-5,-5,-5,-5,5,2,3,2,2,5,2,2,-5,-5,-5,-5,-5,-5,-5,-5,3,-4,-4,-4,-4,6,4
6998,2,10,1983,0,-3,-3,2,-4,-4,-4,-4,-4,-4,-4,-4,70945,1,5,1,5,5,1,4,5,-4,-4,5,2,6,4,6,4,6,4,6,4,2,3,5,4,5,2,5,5,2,5,5,5,3,2,5,5,-5,-5,-5,-5,-5,-5,-5,-5,4,3,4,1,4,5,2,2,-4,-4,-4,-4,-4,-4,-4,-4,-5,3,4,3,4,-4,-4
6999,1,2,1982,0,-4,-4,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4,-4,-4,-4,-4
7000,2,8,1984,0,30,92,2,-5,-5,39,96,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,0,-4,-4,-4,-4,-4,-4
7001,1,8,1981,0,10,81,2,-5,-5,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,3,1,3,6,1,3,7,7,2,5,5,1,1,1,1,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,-4,-4,-4,-4,-4,-4
7002,1,11,1984,0,32,93,1,19,87,25,90,14,84,16,85,29024,1,5,1,2,5,1,3,5,-4,-4,5,5,7,3,5,7,2,2,5,3,5,3,5,5,7,7,2,5,3,5,5,5,5,5,2,1,4,1,5,1,5,5,1,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,-4,-4,-4,-4,-4,-4
7003,2,1,1984,0,18,86,1,1,66,10,81,2,68,16,85,-4,1,3,1,5,5,4,1,5,-4,-4,6,2,7,5,6,1,6,4,6,3,2,2,7,5,7,3,4,4,1,1,6,1,6,1,5,6,5,5,5,1,5,4,1,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,3,5,3,5,-4,-4
7004,2,4,1982,0,-3,-3,1,-4,-4,-4,-4,-4,-4,-4,-4,31194,2,2,1,3,3,3,3,4,-4,-4,6,6,7,3,5,4,5,2,4,2,1,4,7,7,4,2,6,4,1,5,6,6,3,2,6,4,4,5,5,1,4,5,1,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,3,-4,-4,-4,-4,-4,-4
7005,1,6,1983,0,55,102,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,5,2,4,3,2,2,5,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,1,4,3,1,3,4,3,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,3,-3,5,-3,5,-3,5
7006,2,12,1980,0,6,77,1,-4,-4,-4,-4,-4,-4,-5,-5,10557,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,2,3,2,1,2,2,2,2,-4,-4,-4,-4,-4,-4,-4,-4,1,-4,-4,-4,-4,-4,-4
7007,2,12,1983,0,63,105,1,-4,-4,-4,-4,-4,-4,-4,-4,40193,2,3,2,1,3,2,3,5,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-1,-1,-1,-1,-1,-1,-1,-1,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4,-4,-4,-4,-4
7008,1,9,1982,0,39,96,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,4,6,-2,6,-2,4,4,4,-2,-1,2,2,4,-2,-2,1,-2,-2,1,7,-2,-2,2,1,6,6,3,3,4,1,4,4,2,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,-4,-4,-4,-4,-4,-4
7009,1,4,1983,0,-3,-3,2,-4,-4,-4,-4,-4,-4,-4,-4,19689,2,2,2,4,4,1,1,4,-4,-4,5,4,5,1,6,7,5,3,6,3,1,2,6,7,2,2,5,6,2,1,6,6,6,3,5,6,4,4,4,1,3,2,3,3,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4,-4,-4,-4,-4
7010,2,11,1980,0,-4,-4,2,-4,-4,-4,-4,-4,-4,-5,-5,63760,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,7,3,5,1,6,1,7,1,5,2,1,1,7,5,6,1,4,1,1,1,7,6,5,1,4,4,5,4,5,1,5,5,2,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,4,2,4,2,-4,-4
7011,2,9,1983,0,-3,-3,2,-4,-4,-4,-4,-4,-4,-4,-4,51448,4,4,3,3,4,3,3,5,-4,-4,6,2,6,6,6,1,4,1,5,5,1,1,6,7,6,1,7,5,5,6,5,5,6,6,6,4,-5,-5,-5,-5,-5,-5,-5,-5,1,3,3,1,3,3,3,3,-4,-4,-4,-4,-4,-4,-4,-4,1,-3,5,4,4,-4,-4
7012,2,10,1981,0,99,133,2,-5,-5,-5,-5,-4,-4,-4,-4,72405,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,6,4,6,2,6,2,6,1,5,6,1,1,6,5,5,4,3,3,3,3,6,6,5,6,5,5,5,4,5,1,5,4,1,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-3,4,4,5,4,-4,-4
7013,2,3,1982,0,95,124,1,-4,-4,-4,-4,-4,-4,-4,-4,77187,2,5,1,3,5,3,3,5,-4,-4,7,2,6,4,6,1,5,3,6,2,4,4,7,5,4,6,5,4,2,1,7,6,7,6,5,4,4,2,4,2,4,4,2,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,4,3,2,3,-4,-4
7014,2,10,1980,0,-4,-4,1,-4,-4,-4,-4,-4,-4,-4,-4,14639,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,3,5,4,4,6,5,4,1,4,3,1,1,7,4,6,6,4,4,1,7,7,7,5,1,7,7,5,1,5,1,5,5,1,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,-4,-4,-4,-4,-4,-4
7015,1,5,1983,0,45,98,1,-4,-4,-4,-4,-4,-4,-4,-4,13052,2,2,1,4,4,4,4,3,-4,-4,7,1,7,1,7,1,6,1,7,1,6,6,7,7,1,7,7,6,1,1,7,7,4,4,7,4,-2,1,5,1,3,5,1,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,-4,-4,-4,-4,-4,-4
7016,1,5,1981,0,2,69,2,-4,-4,-4,-4,-4,-4,-4,-4,1251,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,1,7,1,7,7,5,7,7,1,1,1,7,7,1,1,7,1,6,1,7,7,1,1,7,7,5,5,5,1,3,5,1,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,-4,-4,-4,-4,-4,-4
7017,2,2,1981,0,-4,-4,1,-4,-4,-4,-4,-4,-4,-4,-4,20361,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,6,5,6,4,6,6,6,1,6,3,2,5,6,6,1,3,5,5,1,5,7,7,6,3,5,6,5,3,4,1,4,5,1,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,2,3,1,3,-4,-4
7018,2,1,1981,0,-4,-4,2,-4,-4,-4,-4,-4,-4,-5,-5,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,5,4,5,4,6,2,7,4,6,3,1,1,5,5,7,5,4,5,1,1,6,7,7,1,5,5,3,3,5,1,4,4,2,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,3,-3,3,-3,3,-4,-4
7019,1,8,1982,0,23,89,2,-4,-4,-4,-4,-4,-4,-4,-4,19192,2,3,4,5,4,5,5,5,-4,-4,6,2,7,4,7,5,7,3,6,1,1,1,7,7,4,5,7,7,1,1,7,7,4,7,7,4,4,5,4,1,5,5,1,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,-4,-4,-4,-4,-4,-4
